item_key,input_flag_bucket,input_priority,status,final_bucket,review_confidence,counterfactual_priority,route_to_code,code_task,requires_planner_contact,requires_supplier_contact,planner_note,route_used,hard_escalation_flag,delivery_observations,lead_time_stability,supplier_reliability,fill_gain_vs_sap_pct_pts,fill_gain_vs_universal_rq_pct_pts,stockout_days_reduction_vs_sap,cost_delta_vs_universal_rq,opportunity_score,recommended_next_action,or_rationale,ensemble_n_runs,ensemble_n_valid,ensemble_agreement_rate,ensemble_confidence,notes,llm_error
PLANT_A__MATERIAL_0165,LEAVE_BASELINE,LOW,ok,LEAVE_BASELINE,LOW,none,keep_baseline,No action required at this time.,NO,NO,,"(r,Q)",NO,165,Unstable,0.3,0.0,0.0,0.0,0.0,2.0,Continue routine monitoring of the item.,"The item has been flagged to leave baseline due to low opportunity score (2.0) and unstable lead time. The supplier reliability is also low at 0.3, indicating potential risks in supply chain stability.",5,5,1.0,HIGH,"No immediate action is necessary; however, keep an eye on supplier performance and lead time stability.",
PLANT_A__MATERIAL_0238,LEAVE_BASELINE,LOW,ok,LEAVE_BASELINE,LOW,none,keep_baseline,No immediate action required; continue routine monitoring.,NO,NO,,"(r,Q)",NO,163,Unstable,0.51,0.0,0.0,0.0,0.0,2.0,Continue routine monitoring of the item.,"The item is currently flagged to leave baseline due to low opportunity score (2.0) and unstable lead time. Supplier reliability is at 0.51, indicating potential risk but not enough to warrant intervention at this time.",5,5,1.0,HIGH,No hard escalation flags present; maintain current strategy.,
PLANT_A__MATERIAL_0239,LEAVE_BASELINE,LOW,ok,LEAVE_BASELINE,LOW,none,keep_baseline,Monitor the item for any changes in lead time stability and supplier reliability.,NO,NO,,"(r,Q)",NO,160,Unstable,0.54,0.0,0.0,0.0,0.0,2.0,Continue routine monitoring of the item.,"The item is currently flagged to leave baseline due to low intervention priority and no hard escalation flags. The lead time stability is unstable, and supplier reliability is at 0.54, indicating potential risks but not enough evidence for immediate action.",5,5,1.0,HIGH,"No immediate action required, but keep an eye on supplier performance and lead time changes.",
PLANT_B__MATERIAL_0102,LEAVE_BASELINE,LOW,ok,LEAVE_BASELINE,LOW,none,keep_baseline,No immediate action required; continue routine monitoring.,NO,YES,,"(r,Q)",NO,169,Unstable,0.29,0.0,0.0,0.0,0.0,2.0,Continue routine monitoring of the item.,"The item has an unstable lead time and a low supplier reliability score of 0.29, indicating potential risks in supply chain stability. However, there are no hard escalation flags or significant delivery observations that warrant intervention beyond routine monitoring.",5,5,1.0,HIGH,Monitor for any changes in lead time stability or supplier reliability.,
PLANT_A__MATERIAL_0045,OPTIMIZE_NOW,HIGH,ok,OPTIMIZE_NOW,MEDIUM,none,request_supplier_review,Evaluate supplier reliability and delivery data for material PLANT_A__MATERIAL_0045.,NO,YES,,negbin,NO,6,Moderate,0.39,0.0,0.0,0.0,2.3079,1.9995,Contact the supplier to discuss reliability issues.,"The current supplier reliability is at 0.39, indicating a significant risk in fulfilling demand. Additionally, the delivery observations are thin, which may lead to unstable lead times despite the apparent service gain.",5,5,0.8,HIGH,Consider the cost premium against universal RQ when discussing with the supplier.,
PLANT_A__MATERIAL_0051,OPTIMIZE_NOW,HIGH,ok,OPTIMIZE_NOW,MEDIUM,none,request_supplier_review,Evaluate supplier reliability and lead time stability for material PLANT_A__MATERIAL_0051.,NO,YES,,"(s,S)",NO,184,Unstable,0.52,0.0,0.0,0.0,299.7903,1.94,Contact the supplier to discuss reliability issues.,"The current supplier reliability is at 0.52, indicating a significant risk in fulfilling orders consistently. Additionally, the lead time is unstable, which could hinder the implementation of any optimization despite the apparent service gain.",5,5,1.0,HIGH,Focus on improving supplier reliability and stabilizing lead times.,
PLANT_A__MATERIAL_0064,OPTIMIZE_NOW,HIGH,ok,OPTIMIZE_NOW,MEDIUM,none,request_supplier_review,Evaluate supplier reliability and lead time stability for material PLANT_A__MATERIAL_0064.,NO,YES,,"(s,S)",NO,189,Unstable,0.51,0.0,0.0,0.0,535.5682,1.8929,Contact the supplier to discuss reliability issues.,"The current supplier reliability is at 0.51, indicating a significant risk in fulfilling orders consistently. Additionally, the lead time is unstable, which could hinder the implementation of the optimization despite the apparent service gain.",5,5,1.0,HIGH,Further investigation into the supplier's capacity and lead time stability is crucial.,
PLANT_A__MATERIAL_0062,OPTIMIZE_NOW,HIGH,ok,OPTIMIZE_NOW,MEDIUM,none,request_supplier_review,Evaluate supplier reliability and lead time stability for material PLANT_A__MATERIAL_0062.,NO,YES,,"(s,S)",NO,192,Unstable,0.5,0.0,0.0,0.0,792.6886,1.8415,Contact the supplier to discuss reliability issues.,"The current supplier reliability is at 0.5, indicating a significant risk in fulfilling orders consistently. Additionally, the lead time is unstable, which could hinder the implementation of the optimization despite the apparent service gain.",5,5,1.0,HIGH,Consider the cost premium versus universal RQ in future evaluations.,
PLANT_A__MATERIAL_0018,LEAVE_BASELINE,LOW,ok,LEAVE_BASELINE,LOW,none,keep_baseline,Monitor the item for any changes in lead time stability or supplier reliability.,NO,NO,,"(r,Q)",NO,109,Unstable,0.5,0.0,0.0,0.0,0.0,1.0,Continue routine monitoring of the item.,"The item is currently flagged to leave baseline due to low intervention priority and no hard escalation flags. The lead time stability is unstable, and supplier reliability is at 0.5, indicating potential risks but not enough evidence for immediate action.",5,5,1.0,HIGH,"No immediate action required, but keep an eye on lead time and supplier performance.",
PLANT_A__MATERIAL_0023,LEAVE_BASELINE,LOW,ok,LEAVE_BASELINE,LOW,none,keep_baseline,Monitor the item for any changes in lead time stability or supplier reliability.,NO,YES,,"(r,Q)",NO,137,Unstable,0.48,0.0,0.0,0.0,0.0,1.0,Continue routine monitoring of the item.,"The item is currently flagged to leave baseline due to low intervention priority. The supplier reliability is at 0.48, indicating significant risk, and the lead time is unstable, which could affect future performance. However, there is no evidence suggesting immediate intervention is necessary.",5,5,1.0,HIGH,Monitor for any changes in supplier reliability and lead time stability.,
PLANT_A__MATERIAL_0026,LEAVE_BASELINE,LOW,ok,LEAVE_BASELINE,LOW,none,keep_baseline,No immediate action required; continue routine monitoring.,NO,NO,,"(r,Q)",NO,190,Unstable,0.5,0.0,0.0,0.0,0.0,1.0,Continue routine monitoring of the item.,"The item is currently flagged to leave baseline due to low opportunity score (1.0) and unstable lead time. The supplier reliability is at 0.5, indicating potential issues, but no hard escalation flags are present, suggesting that routine monitoring is sufficient.",5,5,1.0,HIGH,Monitor for any changes in lead time stability or supplier reliability.,
PLANT_A__MATERIAL_0030,OPTIMIZE_NOW,HIGH,ok,OPTIMIZE_NOW,MEDIUM,none,request_supplier_review,Evaluate supplier reliability and lead time stability for material PLANT_A__MATERIAL_0030.,NO,YES,,negbin,NO,41,Moderate,0.46,0.0,0.0,0.0,-4375.4725,1.0,Contact the supplier to discuss reliability issues.,"The current supplier reliability is at 0.46, which is below the acceptable threshold for implementation. Additionally, the lead time stability is moderate, indicating potential variability that could impact service delivery despite the apparent service gain.",5,5,1.0,HIGH,Further investigation into the supplier's capacity and lead time variability is necessary.,
PLANT_A__MATERIAL_0046,OPTIMIZE_NOW,HIGH,ok,OPTIMIZE_NOW,MEDIUM,none,optimize_policy,Evaluate the impact of supplier reliability on the optimization strategy.,YES,YES,,"(s,S)",NO,22,Moderate,0.41,0.0,0.0,0.0,-2.4037,1.0,Assess supplier reliability and lead time stability before proceeding.,"The current supplier reliability is at 0.41, indicating a significant risk in fulfilling orders consistently. Despite the service gain, the moderate lead time stability and the lack of stockout days reduction suggest that operational constraints may hinder implementation.",5,5,1.0,HIGH,Consider discussing with the supplier to improve reliability.,
PLANT_A__MATERIAL_0052,LEAVE_BASELINE,LOW,ok,LEAVE_BASELINE,LOW,none,keep_baseline,No action required at this time.,NO,NO,,"(r,Q)",NO,68,Unstable,0.49,0.0,0.0,0.0,0.0,1.0,Continue routine monitoring of the item.,"The item has been flagged to leave baseline due to low opportunity score and unstable lead time. The supplier reliability is at 0.49, indicating a significant risk in supply chain stability, which does not warrant immediate intervention.",5,5,1.0,HIGH,Monitoring should focus on lead time stability and supplier performance.,
PLANT_A__MATERIAL_0066,LEAVE_BASELINE,LOW,ok,LEAVE_BASELINE,LOW,none,keep_baseline,No action required; continue routine monitoring.,NO,NO,,"(r,Q)",NO,70,Unstable,0.45,0.0,0.0,0.0,0.0,1.0,Continue routine monitoring of the item.,"The item is flagged to leave baseline due to low opportunity score (1.0) and unstable lead time. The supplier reliability is also low at 0.45, indicating potential risks in supply chain stability.",5,5,1.0,HIGH,"No immediate action is necessary; however, keep an eye on supplier performance.",
PLANT_A__MATERIAL_0071,LEAVE_BASELINE,LOW,ok,LEAVE_BASELINE,LOW,none,keep_baseline,No action required at this time.,NO,NO,,"(r,Q)",NO,139,Unstable,0.6,0.0,0.0,0.0,0.0,1.0,Continue routine monitoring of the item.,"The item is currently flagged to leave baseline due to low intervention priority. The lead time stability is unstable, and supplier reliability is at 0.6, indicating potential risks but not necessitating immediate action. The opportunity score is low at 1.0, suggesting minimal benefit from intervention.",5,5,1.0,HIGH,No immediate action is required; maintain current monitoring practices.,
PLANT_A__MATERIAL_0075,MONITOR,MEDIUM,ok,MONITOR,MEDIUM,none,keep_baseline,continue monitoring lead time and supplier reliability for material PLANT_A__MATERIAL_0075,NO,YES,,"(r,Q)",NO,15,Unstable,0.21,0.0,0.0,0.0,0.0,1.0,Continue to monitor the item closely for any changes in lead time or supplier performance.,"The lead time stability is currently unstable, and the supplier reliability is low at 0.21, indicating potential risks in service delivery. Given these factors, it is prudent to keep this item under observation rather than making immediate changes.",5,5,1.0,HIGH,Monitoring is essential due to the current instability in lead times and low supplier reliability.,
PLANT_A__MATERIAL_0081,LLM_REVIEW,MEDIUM,ok,LLM_REVIEW,MEDIUM,none,request_planner_review,Review counterfactuals related to thin delivery data and supplier reliability.,YES,YES,,"(r,Q)",NO,0,Stable,0.62,-4.9844,0.0,-5.0,0.0,1.0,Initiate a planner review to assess the impact of thin delivery data.,"The delivery observations are recorded as 0, indicating insufficient data to make a confident optimization decision. Additionally, the supplier reliability is at 0.62, which is below the acceptable threshold, suggesting potential risks in supply chain stability.",5,5,1.0,HIGH,Further investigation into supplier reliability and delivery data is essential before proceeding.,
PLANT_A__MATERIAL_0091,LEAVE_BASELINE,LOW,ok,LEAVE_BASELINE,LOW,none,keep_baseline,No immediate action required; continue routine monitoring.,NO,NO,,"(r,Q)",NO,73,Moderate,0.58,0.0,0.0,0.0,0.0,1.0,Continue routine monitoring of the item.,"The item has a moderate lead time stability and a supplier reliability of 0.58, indicating potential risk but not enough to warrant intervention. The opportunity score is low at 1.0, suggesting minimal benefit from changes.",5,5,1.0,HIGH,"No hard escalation flags present, indicating no urgent issues.",
PLANT_A__MATERIAL_0092,LEAVE_BASELINE,LOW,ok,LEAVE_BASELINE,LOW,none,keep_baseline,No immediate action required; continue routine monitoring.,NO,NO,,"(r,Q)",NO,78,Moderate,0.59,0.0,0.0,0.0,0.0,1.0,Continue routine monitoring of the item.,"The item has a moderate lead time stability and a supplier reliability of 0.59, indicating potential risk but not enough to warrant intervention. The opportunity score is low at 1.0, suggesting no significant benefits from changes.",5,5,1.0,HIGH,No flags or hard reasons indicate a need for immediate action.,
PLANT_A__MATERIAL_0097,LEAVE_BASELINE,LOW,ok,LEAVE_BASELINE,LOW,none,keep_baseline,No immediate action required; continue routine monitoring.,NO,NO,,"(r,Q)",NO,157,Unstable,0.56,0.0,0.0,0.0,0.0,1.0,Continue routine monitoring of the item.,"The item has an unstable lead time and a supplier reliability of 0.56, indicating potential risks. However, there are no hard escalation flags or significant delivery observations that warrant intervention beyond routine monitoring.",5,5,1.0,HIGH,Monitor for any changes in lead time stability or supplier reliability.,
PLANT_A__MATERIAL_0145,LEAVE_BASELINE,LOW,ok,LEAVE_BASELINE,LOW,none,keep_baseline,Monitor the item for any changes in lead time stability or supplier reliability.,NO,NO,,"(r,Q)",NO,155,Moderate,0.24,0.0,0.0,0.0,0.0,1.0,Continue routine monitoring of the item.,The item is currently flagged to leave baseline due to a moderate lead time stability and a low supplier reliability score of 0.24. There are no hard escalation flags or significant delivery observations indicating immediate intervention is necessary.,5,5,1.0,HIGH,Monitor for any changes in supplier reliability and lead time stability.,
PLANT_A__MATERIAL_0146,LEAVE_BASELINE,LOW,ok,LEAVE_BASELINE,LOW,none,keep_baseline,No action required; continue routine monitoring.,NO,NO,,"(r,Q)",NO,189,Moderate,0.29,0.0,0.0,0.0,0.0,1.0,Continue routine monitoring of the item.,"The item has a moderate lead time stability and a low supplier reliability score of 0.29, indicating potential risks. However, there are no hard escalation flags or significant delivery observations that warrant immediate intervention.",5,5,1.0,HIGH,No immediate action is needed; maintain current monitoring practices.,
PLANT_A__MATERIAL_0147,LEAVE_BASELINE,LOW,ok,LEAVE_BASELINE,LOW,none,keep_baseline,No immediate action required; continue routine monitoring.,NO,NO,,"(r,Q)",NO,187,Moderate,0.31,0.0,0.0,0.0,0.0,1.0,Continue routine monitoring of the item.,"The item is currently flagged to leave baseline due to a low opportunity score of 1.0 and moderate lead time stability. Additionally, the supplier reliability is low at 0.31, indicating potential risks but not necessitating immediate intervention.",5,5,1.0,HIGH,"No hard escalation flags present, indicating no urgent issues.",
PLANT_A__MATERIAL_0148,LEAVE_BASELINE,LOW,ok,LEAVE_BASELINE,MEDIUM,none,keep_baseline,monitor_material_performance,NO,NO,,"(r,Q)",NO,143,Moderate,0.22,0.0,0.0,0.0,0.0,1.0,Continue routine monitoring of the material's performance.,The item is currently flagged to leave baseline due to a moderate lead time stability and low supplier reliability of 0.22. There are no significant delivery observations or cost deltas that warrant immediate intervention.,5,5,1.0,HIGH,"No immediate action required, but keep an eye on supplier performance.",
PLANT_A__MATERIAL_0149,LEAVE_BASELINE,LOW,ok,LEAVE_BASELINE,MEDIUM,none,keep_baseline,No immediate action required; continue routine monitoring.,NO,NO,,"(r,Q)",NO,156,Moderate,0.22,0.0,0.0,0.0,0.0,1.0,Continue routine monitoring of the item.,"The item has a moderate lead time stability and a low supplier reliability score of 0.22, indicating potential risks. However, there are no hard escalation flags or significant delivery observations that warrant intervention at this time.",5,5,1.0,HIGH,No immediate concerns; maintain current monitoring practices.,
PLANT_A__MATERIAL_0155,MONITOR,MEDIUM,ok,MONITOR,MEDIUM,none,keep_baseline,continue monitoring lead time and supplier reliability for material PLANT_A__MATERIAL_0155,NO,NO,,"(r,Q)",NO,141,Moderate,0.58,0.0,0.0,0.0,0.0,1.0,Continue to monitor the item closely for any changes in lead time or supplier performance.,"The lead time stability is rated as moderate, indicating potential fluctuations that warrant ongoing observation. Additionally, the supplier reliability is at 0.58, which is below the acceptable threshold, suggesting a risk of service deterioration.",5,5,1.0,HIGH,Ongoing observation is crucial due to the current supplier reliability and lead time stability.,
PLANT_A__MATERIAL_0156,MONITOR,MEDIUM,ok,MONITOR,MEDIUM,none,keep_baseline,continue monitoring lead time and supplier reliability for material PLANT_A__MATERIAL_0156,NO,NO,,"(r,Q)",NO,127,Moderate,0.57,0.0,0.0,0.0,0.0,1.0,Continue to monitor the item for any changes in lead time or supplier performance.,"The lead time stability is rated as 'Moderate' and the supplier reliability is at 0.57, indicating potential risks in service delivery. Given these factors, it is prudent to keep this item under observation rather than escalating or optimizing at this time.",5,5,1.0,HIGH,"No immediate action required, but keep an eye on supplier performance.",
PLANT_A__MATERIAL_0157,LEAVE_BASELINE,LOW,ok,LEAVE_BASELINE,MEDIUM,none,keep_baseline,No action required as the item is stable.,NO,NO,,"(r,Q)",NO,143,Moderate,0.58,0.0,0.0,0.0,0.0,1.0,Continue routine monitoring of the item.,"The item has a moderate lead time stability and a supplier reliability of 0.58, indicating no immediate need for intervention. The opportunity score is low at 1.0, suggesting that routine monitoring is sufficient.",5,5,1.0,HIGH,No flags or reasons indicate a need for intervention.,
PLANT_A__MATERIAL_0158,LEAVE_BASELINE,LOW,ok,LEAVE_BASELINE,HIGH,none,keep_baseline,No immediate action required; continue routine monitoring.,NO,NO,,"(r,Q)",NO,161,Moderate,0.62,0.0,0.0,0.0,0.0,1.0,Continue routine monitoring of the item.,"The item is currently flagged to leave baseline due to a low opportunity score of 1.0 and moderate lead time stability. The supplier reliability is at 0.62, indicating potential risk but not enough to warrant intervention at this time.",5,5,1.0,HIGH,"No hard escalation flags present, indicating no immediate concerns.",
PLANT_A__MATERIAL_0166,LEAVE_BASELINE,LOW,ok,LEAVE_BASELINE,HIGH,none,keep_baseline,No action required as the item is stable.,NO,NO,,"(r,Q)",NO,186,Moderate,0.63,0.0,0.0,0.0,0.0,1.0,Continue routine monitoring of the item.,"The item has a moderate lead time stability and a supplier reliability of 0.63, indicating no immediate need for intervention. The opportunity score is low at 1.0, suggesting that routine monitoring is sufficient.",5,5,1.0,HIGH,No hard escalation flags present.,
PLANT_A__MATERIAL_0197,LLM_REVIEW,MEDIUM,ok,LLM_REVIEW,MEDIUM,none,request_planner_review,Review counterfactuals related to thin delivery data and supplier reliability.,YES,YES,,"(r,Q)",NO,0,Stable,0.62,-6.6703,0.0,-5.0,0.0,1.0,Engage the planner to review the counterfactuals and hidden constraints.,"The delivery observations are recorded as 0, indicating insufficient data to make a confident optimization decision. Additionally, the supplier reliability is at 0.62, which is below the acceptable threshold, suggesting potential risks in supply chain stability.",5,5,1.0,HIGH,Focus on addressing the thin delivery data and supplier reliability issues.,
PLANT_A__MATERIAL_0203,LLM_REVIEW,MEDIUM,ok,LLM_REVIEW,MEDIUM,none,request_planner_review,Review counterfactuals related to thin delivery data for material PLANT_A__MATERIAL_0203.,YES,NO,,"(r,Q)",NO,0,Stable,0.66,-19.8291,0.0,-16.0,0.0,1.0,Contact the planner to discuss the implications of thin delivery data.,"The delivery observations for material PLANT_A__MATERIAL_0203 are zero, indicating thin delivery data, which raises concerns about the reliability of any optimization. The supplier reliability is at 0.66, suggesting potential issues that need to be addressed before proceeding.",5,5,1.0,HIGH,Further investigation into the supplier's reliability and delivery data is essential.,
PLANT_A__MATERIAL_0221,LEAVE_BASELINE,LOW,ok,LEAVE_BASELINE,HIGH,none,keep_baseline,No action required; continue routine monitoring.,NO,NO,,"(r,Q)",NO,118,Moderate,0.63,0.0,0.0,0.0,0.0,1.0,Continue routine monitoring of the item.,"The item has a moderate lead time stability and a supplier reliability of 0.63, indicating that while there are some concerns, they do not warrant immediate intervention. The opportunity score of 1.0 suggests that the item is performing adequately within its current parameters.",5,5,1.0,HIGH,No immediate flags or concerns warranting escalation.,
PLANT_A__MATERIAL_0236,LEAVE_BASELINE,LOW,ok,LEAVE_BASELINE,LOW,none,keep_baseline,No action required as the item is stable.,NO,NO,,"(r,Q)",NO,169,Moderate,0.56,0.0,0.0,0.0,0.0,1.0,Continue routine monitoring of the item.,"The item has a moderate lead time stability and a supplier reliability of 0.56, indicating no immediate need for intervention. Additionally, the opportunity score is low at 1.0, suggesting that routine monitoring is sufficient.",5,5,1.0,HIGH,No flags or reasons indicate a need for intervention.,
PLANT_B__MATERIAL_0103,MONITOR,MEDIUM,ok,MONITOR,MEDIUM,none,keep_baseline,Continue monitoring lead time and supplier reliability for material PLANT_B__MATERIAL_0103.,NO,YES,,"(r,Q)",NO,39,Unstable,0.23,0.0,0.0,0.0,0.0,1.0,Monitor the item closely for any changes in lead time or supplier performance.,"The lead time stability is marked as unstable, and the supplier reliability is low at 0.23. Given these factors, it is prudent to keep this item under observation to assess any further deterioration in service levels.",5,5,1.0,HIGH,Continued supplier engagement is essential due to low reliability.,
PLANT_B__MATERIAL_0131,MONITOR,MEDIUM,ok,MONITOR,MEDIUM,none,keep_baseline,Continue monitoring lead time and supplier reliability for material PLANT_B__MATERIAL_0131.,NO,YES,,"(r,Q)",NO,10,Unstable,0.31,-0.2372,0.0,-1.0,0.0,1.0,Monitor the item closely for any changes in lead time or supplier performance.,"The lead time stability is currently unstable, and the supplier reliability is low at 0.31, indicating potential risks in service delivery. Given these factors, it is prudent to keep this item under observation rather than making immediate changes.",5,5,1.0,HIGH,"No hard escalation flags are present, but the situation requires vigilance.",
PLANT_B__MATERIAL_0151,LEAVE_BASELINE,LOW,ok,LEAVE_BASELINE,LOW,none,keep_baseline,No immediate action required; continue routine monitoring.,NO,NO,,"(r,Q)",NO,37,Unstable,0.42,0.0,0.0,0.0,0.0,1.0,Continue routine monitoring of the item.,"The item is flagged to leave baseline due to low intervention priority and no hard escalation flags. The supplier reliability is low at 0.42, and lead time stability is unstable, indicating potential risks but not necessitating immediate action.",5,5,1.0,HIGH,Monitor for any changes in supplier reliability and lead time stability.,
PLANT_B__MATERIAL_0201,LLM_REVIEW,MEDIUM,ok,LLM_REVIEW,MEDIUM,none,request_planner_review,Review the thin delivery data for material PLANT_B__MATERIAL_0201.,YES,NO,,"(r,Q)",NO,1,Stable,0.14,-0.6731,0.0,-2.0,0.0,1.0,Conduct a planner review to assess the thin delivery data.,"The delivery observations are limited to just 1, indicating thin delivery data which may not provide a reliable basis for optimization. Additionally, the supplier reliability is low at 0.14, which raises concerns about the supplier's ability to meet demand consistently.",5,5,1.0,HIGH,Focus on the implications of thin delivery data and supplier reliability.,
PLANT_B__MATERIAL_0202,LEAVE_BASELINE,LOW,ok,LEAVE_BASELINE,LOW,none,keep_baseline,No action required at this time.,NO,NO,,"(r,Q)",NO,14,Unstable,0.34,0.0,0.0,0.0,0.0,1.0,Continue routine monitoring of the item.,"The item has been flagged to leave baseline due to low opportunity score and no significant evidence of need for intervention. The lead time stability is unstable, and supplier reliability is low at 0.34, indicating potential risks but not enough to warrant immediate action.",5,5,1.0,HIGH,Monitoring should focus on changes in lead time stability and supplier performance.,
PLANT_B__MATERIAL_0203,LLM_REVIEW,MEDIUM,ok,LLM_REVIEW,MEDIUM,none,request_planner_review,Review counterfactuals related to thin delivery data for material PLANT_B__MATERIAL_0203.,YES,NO,,"(r,Q)",NO,0,Stable,0.8,-34.6687,0.0,-40.0,0.0,1.0,Initiate a planner review to assess the implications of thin delivery data.,"The delivery observations for material PLANT_B__MATERIAL_0203 are zero, indicating thin delivery data which may affect the reliability of any optimization. The supplier reliability is at 0.8, suggesting moderate confidence in supplier performance, but the lack of delivery data necessitates further review before proceeding.",5,5,1.0,HIGH,Consider the stability of lead times in the context of the thin delivery data.,
PLANT_B__MATERIAL_0211,LEAVE_BASELINE,LOW,ok,LEAVE_BASELINE,LOW,none,keep_baseline,No action required; continue routine monitoring.,NO,NO,,"(r,Q)",NO,93,Unstable,0.53,-0.4437,0.0,0.0,0.0,1.0,Continue routine monitoring of the item.,"The item is flagged to leave baseline due to low intervention priority and no hard escalation flags. The supplier reliability is at 0.53, indicating potential issues, but the opportunity score is low at 1.0, suggesting minimal impact on operations.",5,5,1.0,HIGH,Monitor for changes in lead time stability and supplier reliability.,
PLANT_B__MATERIAL_0221,MONITOR,MEDIUM,ok,MONITOR,MEDIUM,none,keep_baseline,continue monitoring lead time and supplier reliability for material PLANT_B__MATERIAL_0221,NO,NO,,"(r,Q)",NO,87,Moderate,0.57,0.0,0.0,0.0,0.0,1.0,Continue to monitor the item for any changes in lead time or supplier performance.,"The lead time stability is rated as moderate, and the supplier reliability is at 0.57, indicating potential risks in service delivery. Given the current observations and lack of hard escalation flags, it is prudent to keep this item under observation.",5,5,1.0,HIGH,"No immediate action required, but keep an eye on supplier performance.",
PLANT_A__MATERIAL_0200,OPTIMIZE_NOW,HIGH,ok,OPTIMIZE_NOW,MEDIUM,none,optimize_policy,Evaluate cost tradeoff against supplier reliability for material PLANT_A__MATERIAL_0200.,YES,YES,,negbin,NO,20,Moderate,0.55,0.0,0.0,0.0,164.099,0.9672,Proceed with a detailed cost-benefit analysis.,"The current cost delta of 164.099 compared to the universal RQ indicates a significant premium that may not justify the service gain. Additionally, the supplier reliability at 0.55 suggests potential risks in fulfilling demand, which could hinder implementation despite the apparent benefits.",5,5,1.0,HIGH,Consider the implications of the distributional branch case in the analysis.,
PLANT_A__MATERIAL_0206,OPTIMIZE_NOW,HIGH,ok,OPTIMIZE_NOW,MEDIUM,none,optimize_policy,Evaluate cost implications of the cost premium against universal RQ.,YES,YES,,negbin,NO,32,Moderate,0.57,0.0,0.0,0.0,164.7572,0.967,Assess the cost implications and supplier reliability before proceeding.,"The current cost delta of 164.7572 compared to universal RQ indicates a significant premium that could hinder implementation. Additionally, the supplier reliability at 0.57 suggests potential risks in fulfilling the optimized policy effectively.",5,5,1.0,HIGH,Consider discussing with the planner and supplier to address reliability issues.,
PLANT_A__MATERIAL_0205,OPTIMIZE_NOW,HIGH,ok,OPTIMIZE_NOW,MEDIUM,none,optimize_policy,Evaluate cost implications of the cost delta against service gains.,YES,YES,,negbin,NO,28,Moderate,0.62,0.0,0.0,0.0,169.4705,0.9661,Proceed with a detailed cost-benefit analysis.,"The cost delta of 169.4705 compared to universal RQ indicates a significant premium that may not justify the service gain, which is currently at 0.0 percentage points. Additionally, the moderate lead time stability and supplier reliability of 0.62 suggest potential risks in implementation despite the optimization flag.",5,5,1.0,HIGH,Consider the implications of the distributional branch case in the analysis.,
PLANT_A__MATERIAL_0029,OPTIMIZE_NOW,HIGH,ok,OPTIMIZE_NOW,MEDIUM,none,optimize_policy,Evaluate cost tradeoffs against supplier reliability for material PLANT_A__MATERIAL_0029.,YES,YES,,negbin,NO,77,Moderate,0.54,0.0,0.0,0.0,364.6227,0.9271,Proceed with a detailed cost-benefit analysis.,"The cost delta of 364.6227 compared to the universal RQ indicates a significant premium that may hinder implementation. Additionally, the supplier reliability of 0.54 suggests potential risks in fulfilling the optimized policy, despite the observed service gain.",5,5,1.0,HIGH,Consider the implications of lead time stability being moderate.,
PLANT_A__MATERIAL_0022,OPTIMIZE_NOW,HIGH,ok,OPTIMIZE_NOW,LOW,none,request_supplier_review,Evaluate supplier reliability and lead time stability for material PLANT_A__MATERIAL_0022.,YES,YES,,negbin,YES,8,Unstable,0.2,0.0,0.0,0.0,18127.0786,0.3746,Contact the supplier to discuss reliability issues.,"The hard escalation flag indicates significant concerns with lead time stability, which is currently unstable. Additionally, the supplier reliability is very low at 0.2, suggesting that implementation may face operational constraints despite the apparent service gain.",5,5,1.0,HIGH,"The cost premium versus universal RQ is significant, which further complicates the decision.",
PLANT_B__MATERIAL_0115,LEAVE_BASELINE,LOW,ok,LEAVE_BASELINE,LOW,none,keep_baseline,Monitor the item for any changes in lead time stability or supplier reliability.,NO,NO,,"(r,Q)",NO,90,Moderate,0.66,0.0,0.0,0.0,0.0,0.0,Continue routine monitoring of the item.,"The item is currently flagged to leave baseline due to a moderate lead time stability and a supplier reliability of 0.66, which indicates some risk but not enough to warrant immediate intervention. The opportunity score and fill gain percentages are both at 0.0, suggesting no current need for optimization.",5,5,1.0,HIGH,No immediate action required; maintain current monitoring practices.,
PLANT_B__MATERIAL_0116,LEAVE_BASELINE,LOW,ok,LEAVE_BASELINE,LOW,none,keep_baseline,No immediate action required; continue routine monitoring.,NO,NO,,"(r,Q)",NO,141,Moderate,0.67,0.0,0.0,0.0,0.0,0.0,Continue routine monitoring of the item.,"The item has a moderate lead time stability and a supplier reliability of 0.67, indicating some risk but not enough to warrant intervention. Additionally, there are no significant flags or reasons for escalation.",5,5,1.0,HIGH,No hard flags or urgent issues identified.,
